scraped_at;departure;arrival;price_original;currency;price_eur;source_url
2026-02-25T18:24:43.031500+00:00;Oran;Marseille;15781.0;DZD;107.31;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;Annaba;Lyon;17751.0;DZD;120.71;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;Paris Orly;Constantine;128.55;EUR;128.55;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;Algiers;Montreal;83513.0;DZD;567.89;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;Montreal;Algiers;877.71;CAD;596.84;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;Algiers;Guangzhou;95931.0;DZD;652.33;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;Filter Departure Country City Dates & class DATE CLASS Budget Algiers;Guangzhou;95931.0;DZD;652.33;https://airalgerie.dz/en/discover/our-special-offers/
2026-02-25T18:24:43.031500+00:00;IMPORTANT: NEED HELP DZ - EN LOGIN DISCOVER PLAN YOUR TRIP TRAVEL EXPERIENCE AIR ALGÉRIE PLUS Booking Offers & Discounts Filter Departure Country City Dates & class DATE CLASS Budget Algiers - Guangzhou;;95931.0;DZD;652.33;https://airalgerie.dz/en/discover/our-special-offers/
